food,category,serving_size,fullness_factor,completeness_score,calories,total_carbs,dietary_fibre,starch,sugars,total_fat,saturated_fat,monosaturated_fat,polysaturated_fat,protien,water,source
"Cranberry, low bush or lingenberry, raw (Alaska Native) [lingenberry]",ethnic foods,100,3.2,25,55.004826,12.199736,0,0,0,0.49995255,0,0,0,0.399974,86.68616,https://nutritiondata.self.com/facts/ethnic-foods/8097/0
"Cranberry-apple juice drink, bottled",beverages,100,2.9,11,62.99049,15.851093,0,0,14.501483,0.11000829,0.012998266,0.013999227,0.052008193,0,83.78409,https://nutritiondata.self.com/facts/beverages/3915/0
"Cranberry-apple juice drink, low calorie, with vitamin C added",beverages,100,4.5,29,18.999727,4.6998997,0.10000421,0,4.599805,0,0,0,0,0.10000421,95.211,https://nutritiondata.self.com/facts/beverages/7689/0
"Cranberry-apricot juice drink, bottled",beverages,100,2.9,18,63.98985,16.201174,0.10000421,0,0,0,0,0,0,0.19998784,83.48855,https://nutritiondata.self.com/facts/beverages/3916/0
"Cranberry-grape juice drink, bottled",beverages,100,3.1,17,56.00328,13.997976,0.10000421,0,0,0.10000421,0.0330048,0.003999711,0.02299783,0.19998784,85.6069,https://nutritiondata.self.com/facts/beverages/3917/0
"Cranberry-orange relish, canned",fruits and fruit juices,100,1.7,12,178.01419,46.20036,0,0,0,0.10000421,0.012001306,0,0,0.29997736,53.197533,https://nutritiondata.self.com/facts/fruits-and-fruit-juices/1877/0
"Cream puffs, prepared from recipe, shell (includes eclair)",baked products,100,1.6,29,362.0536,22.803045,0.7999781,0,0.43002847,25.8965,5.5993333,11.12877,7.378942,8.999572,40.49906,https://nutritiondata.self.com/facts/baked-products/5008/0
"Cream puffs, prepared from recipe, shell, with custard filling",baked products,100,1.8,27,257.982,22.898476,0.399974,0,9.489503,15.498615,3.6792252,6.526699,4.1556997,6.700931,53.506027,https://nutritiondata.self.com/facts/baked-products/5009/0
"Cream substitute, flavored, liquid",dairy and egg products,100,1.5,8,251.0331,35.07057,1.0998687,0,33.036438,13.498934,2.6348672,4.0023723,6.269778,0.6899491,50.063774,https://nutritiondata.self.com/facts/dairy-and-egg-products/10011/0
"Cream substitute, flavored, powdered",dairy and egg products,100,1.1,4,495.05777,75.4295,1.1999991,0,58.017612,21.466625,19.444313,0.6180613,0.22901915,0,1.5198364,https://nutritiondata.self.com/facts/dairy-and-egg-products/10012/0
"Cream substitute, liquid, light",dairy and egg products,100,2.8,13,71.00893,9.101337,0,0,9.101337,3.5004694,0.8958672,2.0296798,0.4200384,0.7999781,86.18636,https://nutritiondata.self.com/facts/dairy-and-egg-products/7523/0
"Cream substitute, liquid, with hydrogenated vegetable oil and soy protein",dairy and egg products,100,2,6,136.00175,11.378217,0,0,11.378217,9.970805,1.9372622,7.5516205,0.026998628,1.0000149,77.268875,https://nutritiondata.self.com/facts/dairy-and-egg-products/59/0
"Cream substitute, liquid, with lauric acid oil and sodium caseinate",dairy and egg products,100,2,6,136.00175,11.378217,0,0,0,9.970805,9.305345,0.10601663,0.003000598,1.0000149,77.268875,https://nutritiondata.self.com/facts/dairy-and-egg-products/60/0
"Cream substitute, powdered",dairy and egg products,100,1,9,544.966,54.881275,0,0,54.881275,35.478508,32.520485,0.9680586,0.013999227,4.7898445,2.2101164,https://nutritiondata.self.com/facts/dairy-and-egg-products/61/0
"Cream substitute, powdered, light",dairy and egg products,100,1.3,4,431.04932,73.39774,0,0,73.39774,15.69906,3.8005867,11.499486,0.1979963,1.9002618,6.199669,https://nutritiondata.self.com/facts/dairy-and-egg-products/7518/0
"Cream, fluid, half and half",dairy and egg products,100,2.1,27,130.02084,4.299676,0,0,0.1599787,11.499486,7.157129,3.3207788,0.42699304,2.9599164,80.56402,https://nutritiondata.self.com/facts/dairy-and-egg-products/48/0
"Cream, fluid, heavy whipping",dairy and egg products,100,1,14,345.0216,2.7899773,0,0,0.11000829,37.003403,23.031267,10.687283,1.3739166,2.0500028,57.701637,https://nutritiondata.self.com/facts/dairy-and-egg-products/51/0
"Cream, fluid, light (coffee cream or table cream)",dairy and egg products,100,1.7,19,195.01843,3.6603582,0,0,0.13997783,19.307375,12.020774,5.577787,0.71710384,2.7000108,73.752266,https://nutritiondata.self.com/facts/dairy-and-egg-products/49/0
"Cream, fluid, light whipping",dairy and egg products,100,1.3,13,292.0387,2.9599164,0,0,0.11000829,30.91105,19.338413,9.09257,0.8841324,2.1699986,63.4984,https://nutritiondata.self.com/facts/dairy-and-egg-products/50/0
"Cream, half and half, fat free",dairy and egg products,100,3.1,45,58.994904,8.999572,0,0,5.0005703,1.4002237,0.8408693,0.38394478,0.052008193,2.600379,85.992775,https://nutritiondata.self.com/facts/dairy-and-egg-products/7160/0
"Cream, sour, cultured",dairy and egg products,100,1.7,21,193.024,3.5004694,0,0,3.5004694,19.727448,11.506877,5.068508,0.8400584,2.069864,74.46646,https://nutritiondata.self.com/facts/dairy-and-egg-products/54/0
"Cream, sour, reduced fat, cultured",dairy and egg products,100,2.1,26,135.00063,4.2597976,0,0,0.1599787,12.00148,7.46958,3.465774,0.44596195,2.9400096,80.15099,https://nutritiondata.self.com/facts/dairy-and-egg-products/53/0
"Cream, whipped, cream topping, pressurized",dairy and egg products,100,1.6,15,256.9894,12.489224,0,0,8.001201,22.217339,13.832574,6.4185653,0.8250638,3.200305,61.33318,https://nutritiondata.self.com/facts/dairy-and-egg-products/52/0
"Creamy dressing, made with sour cream and/or buttermilk and oil, reduced calorie",fats and oils,100,1.9,7,160.00629,7.000213,0,0,5.6499333,13.997976,2.1149175,3.273106,7.993493,1.4999374,73.98957,https://nutritiondata.self.com/facts/fats-and-oils/7509/0
"Creamy dressing, made with sour cream and/or buttermilk and oil, reduced calorie, cholesterol-free",fats and oils,100,2,16,139.99113,15.999458,0,0,3.2804768,8.001201,1.3550555,3.3908672,2.8912907,1.0000149,72.99801,https://nutritiondata.self.com/facts/fats-and-oils/7531/0
"Creamy dressing, made with sour cream and/or buttermilk and oil, reduced calorie, fat-free",fats and oils,100,2.3,14,106.98669,20.001848,0,0,5.349612,2.7000108,0.49403366,0.63991547,1.4441084,1.4002237,74.70606,https://nutritiondata.self.com/facts/fats-and-oils/7530/0
"Cress, garden, cooked, boiled, drained, with salt",vegetables and vegetable products,100,4.5,90,23.001692,3.810086,0.70000964,0,3.1100764,0.6000336,0.02000271,0.20502128,0.19602448,1.9002618,92.497734,https://nutritiondata.self.com/facts/vegetables-and-vegetable-products/2856/0
"Cress, garden, cooked, boiled, drained, without salt",vegetables and vegetable products,100,4.5,90,23.001692,3.810086,0.70000964,0,3.1100764,0.6000336,0.02000271,0.20502128,0.19602448,1.9002618,92.497734,https://nutritiondata.self.com/facts/vegetables-and-vegetable-products/2438/0
"Cress, garden, raw",vegetables and vegetable products,100,4.4,90,32.002308,5.500173,1.0998687,0,4.400305,0.70000964,0.02299783,0.23898235,0.227987,2.600379,89.4011,https://nutritiondata.self.com/facts/vegetables-and-vegetable-products/2437/0
"Croissants, apple",baked products,100,1.9,28,254.03459,37.09862,2.5004015,0,0,8.70105,4.994148,2.3927047,0.6280847,7.400309,45.59585,https://nutritiondata.self.com/facts/baked-products/5011/0
"Croissants, butter",baked products,100,1.6,24,406.0486,45.801376,2.600379,0,11.258225,21.002775,11.659445,5.5242825,1.0938731,8.198969,23.202068,https://nutritiondata.self.com/facts/baked-products/5010/0
"Croissants, cheese",baked products,100,1.6,28,413.95074,46.99369,2.600379,0,11.34901,20.901812,10.629073,6.5099454,2.3842611,9.201298,21.002775,https://nutritiondata.self.com/facts/baked-products/5012/0
"Croutons, plain",baked products,100,1.9,32,406.9627,73.49211,5.099544,0,0,6.6005054,1.5100969,3.05854,1.2731264,11.901652,5.4994893,https://nutritiondata.self.com/facts/baked-products/5013/0
"Croutons, seasoned",baked products,100,1.7,28,464.99832,63.4984,5.0005703,0,4.4102125,18.298851,5.247472,9.498653,2.3682246,10.801188,3.5997064,https://nutritiondata.self.com/facts/baked-products/5014/0
"Crustaceans, crab, alaska king, cooked, moist heat",finfish and shellfish products,100,3.3,57,97.00157,0,0,0,0,1.5399992,0.13300106,0.18501498,0.5359462,19.350842,77.5424,https://nutritiondata.self.com/facts/finfish-and-shellfish-products/4160/0
"Crustaceans, crab, alaska king, imitation, made from surimi",finfish and shellfish products,100,2.7,33,94.99714,14.998988,0.49995255,7.6003,6.249666,0.4599603,0.17597987,0.23199381,0.18199234,7.619859,74.65808,https://nutritiondata.self.com/facts/finfish-and-shellfish-products/4161/0
"Crustaceans, crab, alaska king, raw",finfish and shellfish products,100,3.4,56,83.99968,0,0,0,0,0.6000336,0.08999106,0.08000208,0.12997942,18.287098,79.56098,https://nutritiondata.self.com/facts/finfish-and-shellfish-products/4159/0
"Crustaceans, crab, blue, canned",finfish and shellfish products,100,3.3,61,98.98468,0,0,0,0,1.2300763,0.25196412,0.21798731,0.43997213,20.522556,76.159935,https://nutritiondata.self.com/facts/finfish-and-shellfish-products/4164/0
"Crustaceans, crab, blue, cooked, moist heat",finfish and shellfish products,100,3.3,63,101.986465,0,0,0,0,1.769966,0.227987,0.27998212,0.6800329,20.202036,77.417946,https://nutritiondata.self.com/facts/finfish-and-shellfish-products/4163/0
"Crustaceans, crab, blue, crab cakes",finfish and shellfish products,100,2.8,53,154.99777,0.47992665,0,0,0,7.5201464,1.4831567,2.8151941,2.2727828,20.208527,71.00893,https://nutritiondata.self.com/facts/finfish-and-shellfish-products/4165/0
"Crustaceans, crab, blue, raw",finfish and shellfish products,100,3.3,60,86.99301,0.03999539,0,0,0,1.0798948,0.22203398,0.19201522,0.38704866,18.059412,79.02608,https://nutritiondata.self.com/facts/finfish-and-shellfish-products/4162/0
"Crustaceans, crab, dungeness, cooked, moist heat",finfish and shellfish products,100,3.3,56,109.983536,0.9498652,0,0,0,1.2400026,0.16797966,0.21401408,0.4069902,22.317486,73.30349,https://nutritiondata.self.com/facts/finfish-and-shellfish-products/4248/0
"Crustaceans, crab, dungeness, raw",finfish and shellfish products,100,3.3,58,85.992775,0.74007,0,0,0,0.96992815,0.13201466,0.1670054,0.31697282,17.409992,79.178535,https://nutritiondata.self.com/facts/finfish-and-shellfish-products/4166/0
"Crustaceans, crab, queen, cooked, moist heat",finfish and shellfish products,100,3.3,63,115.0058,0,0,0,0,1.5100969,0.18299438,0.3279865,0.539928,23.722109,75.09103,https://nutritiondata.self.com/facts/finfish-and-shellfish-products/4249/0
"Crustaceans, crab, queen, raw",finfish and shellfish products,100,3.3,64,90.00624,0,0,0,0,1.1801041,0.14299867,0.2559774,0.42193618,18.499817,80.5899,https://nutritiondata.self.com/facts/finfish-and-shellfish-products/4167/0
"Crustaceans, crayfish, mixed species, farmed, cooked, moist heat",finfish and shellfish products,100,3.3,54,86.99301,0,0,0,0,1.3000101,0.21602646,0.25099087,0.41306373,17.522213,80.79727,https://nutritiondata.self.com/facts/finfish-and-shellfish-products/4265/0
"Crustaceans, crayfish, mixed species, farmed, raw",finfish and shellfish products,100,3.4,52,71.9966,0,0,0,0,0.96992815,0.1630061,0.17798091,0.3130141,14.850356,84.053665,https://nutritiondata.self.com/facts/finfish-and-shellfish-products/4264/0
"Crustaceans, crayfish, mixed species, wild, cooked, moist heat",finfish and shellfish products,100,3.4,60,82.00008,0,0,0,0,1.1999991,0.18099575,0.2439672,0.3670163,16.767757,79.38228,https://nutritiondata.self.com/facts/finfish-and-shellfish-products/4169/0
"Crustaceans, crayfish, mixed species, wild, raw",finfish and shellfish products,100,3.4,58,76.996315,0,0,0,0,0.9498652,0.15899917,0.1740012,0.29300153,15.968649,82.23749,https://nutritiondata.self.com/facts/finfish-and-shellfish-products/4168/0
"Crustaceans, lobster, northern, cooked, moist heat",finfish and shellfish products,100,3.3,45,98.00385,1.2801034,0,0,0,0.5900772,0.10698354,0.1599787,0.09099031,20.502789,76.037704,https://nutritiondata.self.com/facts/finfish-and-shellfish-products/4171/0
"Crustaceans, lobster, northern, raw",finfish and shellfish products,100,3.3,47,90.00624,0.49995255,0,0,0,0.89990973,0.18000458,0.2599705,0.15001008,18.79937,76.749374,https://nutritiondata.self.com/facts/finfish-and-shellfish-products/4170/0
"Crustaceans, shrimp, mixed species, canned",finfish and shellfish products,100,3.3,56,100.00745,0,0,0,0,1.3598557,0.18802682,0.10799419,0.6839822,20.417341,75.842545,https://nutritiondata.self.com/facts/finfish-and-shellfish-products/4175/0
"Crustaceans, shrimp, mixed species, cooked, breaded and fried",finfish and shellfish products,100,2.5,35,242.00636,11.469969,0.399974,0,0,12.278374,2.0872324,3.8115933,5.084819,21.390903,52.856842,https://nutritiondata.self.com/facts/finfish-and-shellfish-products/4173/0
"Crustaceans, shrimp, mixed species, cooked, moist heat",finfish and shellfish products,100,3.3,55,98.98468,0,0,0,0,1.0798948,0.28896838,0.19697614,0.43997213,20.908527,77.268875,https://nutritiondata.self.com/facts/finfish-and-shellfish-products/4174/0
"Crustaceans, shrimp, mixed species, imitation, made from surimi",finfish and shellfish products,100,2.9,30,101.00833,9.130625,0,0,0,1.4698672,0.28999484,0.21996589,0.74989486,12.389319,74.8983,https://nutritiondata.self.com/facts/finfish-and-shellfish-products/4176/0
"Crustaceans, shrimp, mixed species, raw",finfish and shellfish products,100,3.2,56,105.99464,0.910096,0,0,0,1.7300317,0.3279865,0.25302273,0.66896653,20.312666,75.86691,https://nutritiondata.self.com/facts/finfish-and-shellfish-products/4172/0
"Crustaceans, spiny lobster, mixed species, cooked, moist heat",finfish and shellfish products,100,3.2,44,142.99084,3.1200862,0,0,0,1.9397544,0.30298954,0.35298622,0.7559495,26.408972,66.76159,https://nutritiondata.self.com/facts/finfish-and-shellfish-products/4250/0
"Crustaceans, spiny lobster, mixed species, raw",finfish and shellfish products,100,3.2,45,112.01594,2.4298997,0,0,0,1.5100969,0.23698634,0.2749727,0.5900772,20.601824,74.060905,https://nutritiondata.self.com/facts/finfish-and-shellfish-products/4177/0
"Cucumber, peeled, raw",vegetables and vegetable products,100,4.5,72,12.00148,2.1602569,0.70000964,0.08000208,1.380114,0.1599787,0.012998266,0.002000019,0.003000598,0.5900772,96.721535,https://nutritiondata.self.com/facts/vegetables-and-vegetable-products/2440/0
"Cucumber, with peel, raw",vegetables and vegetable products,100,4.5,79,14.998988,3.6299057,0.49995255,0.83012104,1.6699326,0.11000829,0.037002373,0.005000487,0.032003943,0.65008354,95.241585,https://nutritiondata.self.com/facts/vegetables-and-vegetable-products/2439/0
"Currants, european black, raw",fruits and fruit juices,100,3,58,62.99049,15.37958,0,0,0,0.41001576,0.034002267,0.05799291,0.17901881,1.4002237,81.94741,https://nutritiondata.self.com/facts/fruits-and-fruit-juices/1878/0
"Currants, red and white, raw",fruits and fruit juices,100,3.2,59,56.00328,13.801502,4.299676,0,7.3694654,0.19998784,0.017001577,0.02799635,0.08799642,1.4002237,83.945724,https://nutritiondata.self.com/facts/fruits-and-fruit-juices/1879/0
"Currants, zante, dried",fruits and fruit juices,100,1.8,37,282.98825,74.0847,6.800699,0,67.27829,0.26996553,0.02799635,0.04699925,0.18000458,4.0802817,19.208391,https://nutritiondata.self.com/facts/fruits-and-fruit-juices/1880/0
"Custard-apple, (bullock's-heart), raw",fruits and fruit juices,100,2.4,38,101.00833,25.198938,2.399635,0,0,0.6000336,0.23102285,0,0,1.7002631,71.48958,https://nutritiondata.self.com/facts/fruits-and-fruit-juices/1881/0
"Dairy drink mix, chocolate, reduced calorie, with aspartame, powder",beverages,100,2.5,72,329.00217,51.40006,9.401503,0,32.941063,2.600379,1.8711708,0.4959456,0.061004594,24.997374,12.802023,https://nutritiondata.self.com/facts/beverages/3998/0
"Dairy drink mix, chocolate, reduced calorie, with aspartame, powder, prepared with water and ice",beverages,100,4.5,69,28.996819,4.5105286,0.7999781,0,2.8903615,0.22998172,0.16401017,0.042997424,0.005000487,2.1903176,92.26033,https://nutritiondata.self.com/facts/beverages/3999/0
"Dandelion greens, cooked, boiled, drained, with salt",vegetables and vegetable products,100,4.3,87,33.004616,6.4000325,2.8996646,0,1.6202313,0.6000336,0,0,0,1.9998937,89.80407,https://nutritiondata.self.com/facts/vegetables-and-vegetable-products/2857/0
"Dandelion greens, cooked, boiled, drained, without salt",vegetables and vegetable products,100,4.3,87,33.004616,6.4000325,2.8996646,0,0.49995255,0.6000336,0.14598978,0.012001306,0.26199025,1.9998937,89.80407,https://nutritiondata.self.com/facts/vegetables-and-vegetable-products/2442/0
"Dandelion greens, raw",vegetables and vegetable products,100,3.7,88,44.999252,9.201298,3.5004694,0,0.7099883,0.70000964,0.17000008,0.013999227,0.30603185,2.7000108,85.6069,https://nutritiondata.self.com/facts/vegetables-and-vegetable-products/2441/0
"Danish pastry, cheese",baked products,100,1.6,19,373.99295,37.194084,1.0000149,0,6.950909,21.898472,6.7941475,11.31261,2.5746024,8.001201,31.40147,https://nutritiondata.self.com/facts/baked-products/5016/0
"Danish pastry, cinnamon, enriched",baked products,100,1.5,19,403.05963,44.59631,1.3000101,0,19.778212,22.39649,5.680877,12.513321,2.9334037,7.000213,24.3006,https://nutritiondata.self.com/facts/baked-products/5015/0
"Danish pastry, cinnamon, unenriched",baked products,100,1.5,12,403.05963,44.59631,1.1999991,0,0,22.39649,5.680877,12.513321,2.9334037,7.000213,24.3006,https://nutritiondata.self.com/facts/baked-products/5167/0
"Danish pastry, fruit, enriched (includes apple, cinnamon, raisin, lemon, raspberry, strawberry)",baked products,100,1.5,19,371.00146,47.800644,1.9002618,0,27.526371,18.499817,4.8596015,10.02541,2.3636625,5.39969,27.09647,https://nutritiondata.self.com/facts/baked-products/5017/0
"Danish pastry, fruit, unenriched (includes apple, cinnamon, raisin, strawberry)",baked products,100,1.5,13,371.00146,47.800644,1.9002618,0,0,18.499817,2.826071,5.936515,1.5081564,5.39969,27.09647,https://nutritiondata.self.com/facts/baked-products/5168/0
"Danish pastry, lemon, unenriched",baked products,100,1.5,13,371.00146,47.800644,1.9002618,0,0,18.499817,2.826071,5.936515,1.5081564,5.39969,27.09647,https://nutritiondata.self.com/facts/baked-products/5170/0
"Danish pastry, nut (includes almond, raisin nut, cinnamon nut)",baked products,100,1.5,22,429.943,45.698498,1.9998937,0,25.871553,25.198938,5.8213,13.686703,4.280378,7.099873,20.397675,https://nutritiondata.self.com/facts/baked-products/5018/0
"Danish pastry, raspberry, unenriched",baked products,100,1.5,13,371.00146,47.800644,1.9002618,0,0,18.499817,2.826071,5.936515,1.5081564,5.39969,27.09647,https://nutritiondata.self.com/facts/baked-products/5172/0
"Dates, deglet noor",fruits and fruit juices,100,1.8,23,281.99005,75.01869,8.001201,0,63.355774,0.39005193,0.032003943,0.036002528,0.019001834,2.4502878,20.52915,https://nutritiondata.self.com/facts/fruits-and-fruit-juices/1882/0
"Dates, medjool",fruits and fruit juices,100,1.7,26,276.96265,74.97051,6.700931,0,66.46201,0.15001008,0,0,0,1.8102397,21.322294,https://nutritiondata.self.com/facts/fruits-and-fruit-juices/7348/0
"Deer (venison), sitka, raw (Alaska Native) [sitka deer, venison]",ethnic foods,100,3.2,26,111.01292,0,0,0,0,2.660392,0.6299061,0.34003833,0.35004202,21.501135,74.9946,https://nutritiondata.self.com/facts/ethnic-foods/8131/0
"Dessert topping, powdered",dairy and egg products,100,0.9,5,577.0351,52.53521,0,0,52.53521,39.917824,36.71921,0.6000336,0.44696814,4.9003673,1.4698672,https://nutritiondata.self.com/facts/dairy-and-egg-products/62/0
"Dessert topping, powdered, 1.5 ounce prepared with 1/2 cup milk",dairy and egg products,100,1.8,18,188.00589,16.53241,0,0,16.53241,12.409236,10.683849,0.8430356,0.20102353,3.5997064,66.65444,https://nutritiondata.self.com/facts/dairy-and-egg-products/63/0
"Dessert topping, pressurized",dairy and egg products,100,1.4,3,264.01837,16.071579,0,0,16.071579,22.303152,18.914469,1.9267062,0.2409951,0.97996026,60.37531,https://nutritiondata.self.com/facts/dairy-and-egg-products/64/0
"Dessert topping, semi solid, frozen",dairy and egg products,100,1.3,4,317.98795,23.053474,0,0,23.053474,25.312525,21.786203,1.6160703,0.522996,1.2500091,50.208725,https://nutritiondata.self.com/facts/dairy-and-egg-products/65/0
"Desserts, apple crisp, prepared-from-recipe",sweets,100,1.9,21,160.98587,30.84162,1.4002237,0,19.683136,3.43032,0.68508327,1.3338777,1.1438688,1.7501662,62.9096,https://nutritiondata.self.com/facts/sweets/9886/0
"Desserts, egg custard, baked, prepared-from-recipe",sweets,100,2.5,39,105.011795,11.34901,0,0,11.34901,4.5806317,2.163731,1.3787836,0.41001576,5.019888,78.84857,https://nutritiondata.self.com/facts/sweets/9884/0
"Desserts, flan, caramel custard, prepared-from-recipe",sweets,100,2.1,26,146.00793,23.149952,0,0,23.149952,4.02947,1.7992185,1.2661874,0.39194074,4.529408,68.06085,https://nutritiondata.self.com/facts/sweets/9881/0
"Desserts, mousse, chocolate, prepared-from-recipe",sweets,100,1.7,23,224.98724,16.071579,0.6000336,0,14.812239,15.999458,9.151181,5.0263433,0.87902915,4.1397076,62.95003,https://nutritiondata.self.com/facts/sweets/9885/0
"Desserts, rennin, chocolate, dry mix",sweets,100,1.5,24,362.98523,91.492966,5.099544,0,0,3.299506,1.9397544,1.0798948,0.10000421,2.399635,1.0000149,https://nutritiondata.self.com/facts/sweets/5513/0
"Desserts, rennin, tablets, unsweetened",sweets,100,2.5,35,83.99968,19.797283,0,0,0,0.10000421,0.04099507,0.038004167,0.006999225,1.0000149,6.499496,https://nutritiondata.self.com/facts/sweets/5517/0
"Desserts, rennin, vanilla, dry mix",sweets,100,1.3,4,382.98975,98.98468,0,0,0,0,0,0,0,0,0.399974,https://nutritiondata.self.com/facts/sweets/5515/0
"Dock, cooked, boiled, drained, with salt",vegetables and vegetable products,100,4.5,75,20.001848,2.9296358,0,0,0,0.63991547,0,0,0,1.8301303,93.6037,https://nutritiondata.self.com/facts/vegetables-and-vegetable-products/2995/0
"Dock, cooked, boiled, drained, without salt",vegetables and vegetable products,100,4.5,84,20.001848,2.9296358,2.600379,0,0,0.63991547,0,0,0,1.8301303,93.6037,https://nutritiondata.self.com/facts/vegetables-and-vegetable-products/2735/0
"Dock, raw",vegetables and vegetable products,100,4.5,84,21.99718,3.200305,2.8996646,0,0,0.70000964,0,0,0,1.9998937,93.00425,https://nutritiondata.self.com/facts/vegetables-and-vegetable-products/2734/0
"DOMINO'S 14"" Cheese Pizza, Classic Hand-Tossed Crust",fast foods generic,100,2,37,256.9894,34.44531,1.4002237,27.810797,3.5697582,8.390835,3.5468907,1.9762526,1.5831645,10.979617,44.296474,https://nutritiondata.self.com/facts/fast-foods-generic/9304/0
"DOMINO'S 14"" Cheese Pizza, Crunchy Thin Crust",fast foods generic,100,2,33,315.0394,28.008043,2.1000168,21.947771,3.1696022,16.82171,6.75497,4.2175784,3.6462717,12.959265,39.725937,https://nutritiondata.self.com/facts/fast-foods-generic/9306/0
"DOMINO'S 14"" Cheese Pizza, Ultimate Deep Dish Crust",fast foods generic,100,2,40,274.04214,33.929146,2.2999694,26.40049,3.2804768,10.339425,4.0255876,2.9371767,1.921141,11.359954,42.09074,https://nutritiondata.self.com/facts/fast-foods-generic/9305/0
"DOMINO'S 14"" EXTRAVAGANZZA FEAST Pizza, Classic Hand-Tossed Crust",fast foods generic,100,2,37,244.03609,25.722385,1.9998937,19.899302,3.299506,11.100204,4.386189,3.6275737,1.4252002,10.329465,50.77643,https://nutritiondata.self.com/facts/fast-foods-generic/9309/0
"DOMINO'S 14"" Pepperoni Pizza, Classic Hand-Tossed Crust",fast foods generic,100,2,36,270.02243,32.291462,1.4999374,26.425945,3.450218,10.54066,4.2543263,3.137177,1.7501662,11.599667,43.45086,https://nutritiondata.self.com/facts/fast-foods-generic/9307/0
"DOMINO'S 14"" Pepperoni Pizza, Ultimate Deep Dish Crust",fast foods generic,100,2,36,288.03247,32.301838,2.1000168,25.483866,3.2605095,12.278374,4.905093,4.0268817,2.0296798,12.109924,40.85186,https://nutritiondata.self.com/facts/fast-foods-generic/9308/0
"Doughnuts, cake-type, chocolate, sugared or glazed",baked products,100,1.4,18,417.02048,57.405823,2.2001946,0,31.920172,19.899302,5.1324186,11.276324,2.4772074,4.500395,16.300365,https://nutritiondata.self.com/facts/baked-products/5022/0
"Doughnuts, cake-type, plain (includes unsugared, old-fashioned)",baked products,100,1.4,19,417.95926,45.625156,1.6000471,0,16.279432,23.54748,7.1272984,12.732296,2.6586826,5.870132,22.876417,https://nutritiondata.self.com/facts/baked-products/5019/0
"Doughnuts, cake-type, plain, chocolate-coated or frosted",baked products,100,1.3,19,452.0375,51.334057,1.9002618,0,26.647589,25.247557,13.468612,8.617591,1.9598072,4.930374,16.762371,https://nutritiondata.self.com/facts/baked-products/5020/0
"Doughnuts, cake-type, plain, sugared or glazed",baked products,100,1.4,13,425.95633,50.79274,1.4999374,0,0,22.898476,5.9250817,12.695536,2.9089975,5.200476,19.601105,https://nutritiondata.self.com/facts/baked-products/5021/0
"Doughnuts, cake-type, wheat, sugared or glazed",baked products,100,1.6,21,359.96616,42.594013,2.2001946,0,21.577248,19.301174,3.0233622,8.102084,7.0770993,6.300066,29.79951,https://nutritiondata.self.com/facts/baked-products/5023/0
"Doughnuts, french crullers, glazed",baked products,100,1.3,12,411.9609,59.508816,1.1999991,0,35.104385,18.298851,4.666795,10.446267,2.2852337,3.1000986,17.897696,https://nutritiondata.self.com/facts/baked-products/5024/0
"Doughnuts, yeast-leavened, glazed, enriched (includes honey buns) [donut]",baked products,100,1.5,22,398.9376,50.646103,2.1000168,0,19.519417,19.09764,5.43974,9.9612,2.8635514,6.209636,22.598852,https://nutritiondata.self.com/facts/baked-products/5026/0
"Doughnuts, yeast-leavened, glazed, unenriched (includes honey buns)",baked products,100,1.5,13,403.05963,44.296474,1.1999991,0,0,22.803045,5.8138237,12.863863,2.9024613,6.4000325,25.40213,https://nutritiondata.self.com/facts/baked-products/5173/0
"Doughnuts, yeast-leavened, with creme filling",baked products,100,1.5,18,361.00836,30.00122,0.7999781,0,14.548145,24.496548,5.429264,12.07884,3.0822191,6.4000325,38.199135,https://nutritiondata.self.com/facts/baked-products/5025/0
"Doughnuts, yeast-leavened, with jelly filling",baked products,100,1.6,19,339.9608,39.005146,0.89990973,0,21.097446,18.70299,4.8424563,10.227102,2.3773751,5.900386,35.6041,https://nutritiondata.self.com/facts/baked-products/5027/0
"Dove, cooked (includes squab)",poultry products,100,2.7,47,218.99742,0,0,0,0,13.000965,3.738813,5.4625087,2.7331836,23.898033,62.006737,https://nutritiondata.self.com/facts/poultry-products/7652/0
"Drink mix, QUAKER OATS, GATORADE, lemon-lime flavor, powder",beverages,100,1.3,0,364.03616,95.302795,0,0,89.68875,0,0,0,0,0,2.7000108,https://nutritiondata.self.com/facts/beverages/3861/0
"Drink mix, QUAKER OATS, GATORADE, orange flavor, powder",beverages,100,1.3,6,387.9427,94.11627,0,0,80.512276,1.2300763,0,0,0,0,2.5100627,https://nutritiondata.self.com/facts/beverages/9232/0
"Duck, domesticated, liver, raw",poultry products,100,2.9,68,136.00175,3.5298364,0,0,0,4.6398826,1.4399365,0.7099883,0.6299061,18.739075,71.78875,https://nutritiondata.self.com/facts/poultry-products/782/0
"Duck, domesticated, meat and skin, cooked, roasted",poultry products,100,2.1,28,337.02493,0,0,0,0,28.352041,9.67109,12.901111,3.6497881,18.987524,51.847816,https://nutritiondata.self.com/facts/poultry-products/779/0
"Duck, domesticated, meat and skin, raw",poultry products,100,1.4,20,403.96698,0,0,0,0,39.34493,13.219975,18.690977,5.0799203,11.488408,48.49666,https://nutritiondata.self.com/facts/poultry-products/778/0
"Duck, domesticated, meat only, cooked, roasted",poultry products,100,2.7,43,200.99704,0,0,0,0,11.200505,4.1704135,3.7005665,1.4297891,23.479498,64.21636,https://nutritiondata.self.com/facts/poultry-products/781/0
