food,category,serving_size,fullness_factor,completeness_score,calories,total_carbs,dietary_fibre,starch,sugars,total_fat,saturated_fat,monosaturated_fat,polysaturated_fat,protien,water,source
"Pork, cured, ham -- water added, rump, bone-in, separable lean only, unheated",pork products,100,3.1,44,94.99714,0.67004347,0,0,0.67004347,3.4802816,1.2269167,1.5750432,0.37903014,15.429067,77.02106,https://nutritiondata.self.com/facts/pork-products/9801/0
"Pork, cured, ham -- water added, shank, bone-in, separable lean and fat, heated, roasted",pork products,100,2.5,35,200.03085,1.3498381,0,0,0.790006,13.36946,4.3707137,6.1421733,1.7462329,18.619062,63.437237,https://nutritiondata.self.com/facts/pork-products/9847/0
"Pork, cured, ham -- water added, shank, bone-in, separable lean and fat, unheated",pork products,100,2.6,34,166.99059,0.65998816,0,0,0.65998816,11.018487,3.606653,4.97493,1.4571651,16.649668,69.20731,https://nutritiondata.self.com/facts/pork-products/9844/0
"Pork, cured, ham -- water added, shank, bone-in, separable lean only, heated, roasted",pork products,100,3.1,44,127.990265,1.1999991,0,0,0.910096,4.4300957,1.4020253,1.9112871,0.6409457,20.921965,69.96735,https://nutritiondata.self.com/facts/pork-products/9802/0
"Pork, cured, ham -- water added, shank, bone-in, separable lean only, unheated",pork products,100,3.3,43,90.99468,0.7099883,0,0,0.7099883,1.8699683,0.591979,0.8059179,0.26996553,18.648993,76.5278,https://nutritiondata.self.com/facts/pork-products/9820/0
"Pork, cured, ham -- water added, slice, bone-in, separable lean and fat, heated, pan-broil",pork products,100,2.8,38,165.97446,1.5399992,0,0,1.5399992,8.729049,2.9005966,4.03206,1.2288904,20.801332,65.48713,https://nutritiondata.self.com/facts/pork-products/9848/0
"Pork, cured, ham -- water added, slice, bone-in, separable lean and fat, unheated",pork products,100,2.6,36,162.02348,1.0998687,0,0,1.0998687,10.770003,3.5537357,4.879942,1.4590399,15.72935,69.8775,https://nutritiondata.self.com/facts/pork-products/9843/0
"Pork, cured, ham -- water added, slice, bone-in, separable lean only, heated, pan-broil",pork products,100,3.1,42,130.98505,1.6699326,0,0,1.6699326,4.299676,1.439011,1.9889966,0.6870697,22.039621,68.58761,https://nutritiondata.self.com/facts/pork-products/9803/0
"Pork, cured, ham -- water added, slice, bone-in, separable lean only, unheated",pork products,100,3.3,46,90.99468,1.2300763,0,0,1.2300763,2.2896445,0.76795846,1.0609654,0.3670163,17.38205,76.749374,https://nutritiondata.self.com/facts/pork-products/9821/0
"Pork, cured, ham -- water added, slice, boneless, separable lean and fat, heated, pan-broil",pork products,100,3,42,124.98363,1.7200514,0,0,1.7200514,5.0506263,1.7167374,2.3207588,0.6589274,18.619062,71.329,https://nutritiondata.self.com/facts/pork-products/9849/0
"Pork, cured, ham -- water added, slice, boneless, separable lean only, heated, pan-broil",pork products,100,3,43,117.01818,1.7501662,0,0,1.7501662,4.0894694,1.4011242,1.8790053,0.539928,18.817497,72.06602,https://nutritiondata.self.com/facts/pork-products/9813/0
"Pork, cured, ham -- water added, whole, boneless, separable lean and fat, heated, roasted",pork products,100,2.9,40,125.9914,1.5399992,0,0,1.5399992,5.4800873,1.7871153,2.4899774,0.67893994,17.771648,71.7196,https://nutritiondata.self.com/facts/pork-products/9850/0
"Pork, cured, ham -- water added, whole, boneless, separable lean and fat, unheated",pork products,100,2.9,42,120.99363,1.4201696,0,0,1.4201696,5.38064,1.8893,2.571295,0.7591171,17.061176,72.857445,https://nutritiondata.self.com/facts/pork-products/9842/0
"Pork, cured, ham -- water added, whole, boneless, separable lean only, heated, roasted",pork products,100,3,42,117.01818,1.5699885,0,0,1.5699885,4.390419,1.4238265,1.9832516,0.5420172,17.989927,72.577126,https://nutritiondata.self.com/facts/pork-products/9814/0
"Pork, cured, ham -- water added, whole, boneless, separable lean only, unheated",pork products,100,3,44,109.983536,1.4501559,0,0,1.4501559,3.9703507,1.4279518,1.9378849,0.5769344,17.337435,73.94205,https://nutritiondata.self.com/facts/pork-products/9815/0
"Pork, cured, ham and water product, rump, bone-in, separable lean and fat, heated, roasted",pork products,100,2.6,35,186.0234,1.150138,0,0,1.0300399,11.481029,3.7835283,5.264359,1.4788721,19.463062,64.60951,https://nutritiondata.self.com/facts/pork-products/9851/0
"Pork, cured, ham and water product, rump, bone-in, separable lean and fat, unheated",pork products,100,2.5,33,178.98898,1.3498381,0,0,0.8798776,12.129392,3.9844086,5.4748077,1.5918392,16.092243,67.49477,https://nutritiondata.self.com/facts/pork-products/9841/0
"Pork, cured, ham and water product, rump, bone-in, separable lean only, heated, roasted",pork products,100,3.1,40,130.98505,1.150138,0,0,1.150138,4.6998997,1.5360441,2.1271877,0.6339725,21.281237,69.519264,https://nutritiondata.self.com/facts/pork-products/9812/0
"Pork, cured, ham and water product, rump, bone-in, separable lean only, unheated",pork products,100,3.1,42,106.98669,1.2400026,0,0,0.96992815,3.379989,1.1048306,1.5301305,0.45597953,17.932228,74.323074,https://nutritiondata.self.com/facts/pork-products/9822/0
"Pork, cured, ham and water product, shank, bone-in, separable lean and fat, heated, roasted",pork products,100,2.4,32,233.97969,1.4201696,0,0,0.99009603,17.28738,5.715662,7.914277,2.2808316,18.169981,60.027206,https://nutritiondata.self.com/facts/pork-products/9852/0
"Pork, cured, ham and water product, shank, bone-in, separable lean and fat, unheated",pork products,100,2.2,28,243.0191,1.4201696,0,0,0.8600143,20.001848,6.5835624,8.993791,2.6887546,14.279581,61.55029,https://nutritiondata.self.com/facts/pork-products/9840/0
"Pork, cured, ham and water product, shank, bone-in, separable lean only, heated, roasted",pork products,100,3.1,41,131.99881,1.2600962,0,0,1.2600962,4.4500685,1.4708126,1.9661161,0.7129636,21.68844,69.22955,https://nutritiondata.self.com/facts/pork-products/9816/0
"Pork, cured, ham and water product, shank, bone-in, unheated, separable lean only",pork products,100,3,43,112.99172,1.1999991,0,0,1.0599425,4.1798043,1.3841127,1.8490505,0.67090625,17.527843,73.965805,https://nutritiondata.self.com/facts/pork-products/9824/0
"Pork, cured, ham and water product, slice, bone-in, separable lean and fat, heated, pan-broil",pork products,100,2.8,37,154.99777,1.4101614,0,0,1.0300399,7.780657,2.5862117,3.5766473,1.032029,19.848227,67.213486,https://nutritiondata.self.com/facts/pork-products/9853/0
"Pork, cured, ham and water product, slice, bone-in, separable lean and fat, unheated",pork products,100,2.6,38,148.99292,2.7200406,0,0,0.8501146,9.290409,3.0762823,4.212161,1.2500091,13.691101,71.07739,https://nutritiondata.self.com/facts/pork-products/9839/0
"Pork, cured, ham and water product, slice, bone-in, separable lean only, heated, pan-broil",pork products,100,3.1,42,122.008415,1.3498381,0,0,1.0998687,3.6299057,1.2170949,1.6619005,0.51697123,20.901812,70.21503,https://nutritiondata.self.com/facts/pork-products/9804/0
"Pork, cured, ham and water product, slice, bone-in, separable lean only, unheated",pork products,100,3,46,103.00716,2.819721,0,0,0.910096,3.779883,1.2661874,1.7300317,0.53802,14.468909,75.55074,https://nutritiondata.self.com/facts/pork-products/9823/0
"Pork, cured, ham and water product, slice, boneless, separable lean and fat, heated, pan-broil",pork products,100,2.8,39,123.98392,4.6893406,0,0,4.6893406,5.13077,1.5529237,2.1602569,0.6991095,15.081127,71.14593,https://nutritiondata.self.com/facts/pork-products/9854/0
"Pork, cured, ham and water product, slice, boneless, separable lean only, heated, pan-broil",pork products,100,2.8,39,122.9922,4.6893406,0,0,4.6893406,5.060372,1.5281644,2.1251376,0.6899491,15.090819,71.19165,https://nutritiondata.self.com/facts/pork-products/9805/0
"Pork, cured, ham and water product, whole, boneless, separable lean and fat, heated, roasted",pork products,100,2.7,39,122.9922,4.610162,0,0,4.610162,5.460754,1.840749,2.4581747,0.85093516,13.881542,72.112335,https://nutritiondata.self.com/facts/pork-products/9855/0
"Pork, cured, ham and water product, whole, boneless, separable lean and fat, unheated",pork products,100,2.8,40,117.01818,4.209455,0,0,4.209455,4.9893365,1.4888889,2.097993,0.65998816,14.052044,72.95112,https://nutritiondata.self.com/facts/pork-products/9838/0
"Pork, cured, ham and water product, whole, boneless, separable lean only, heated, roasted",pork products,100,2.7,39,122.9922,4.610162,0,0,4.610162,5.460754,1.840749,2.4581747,0.85093516,13.881542,72.112335,https://nutritiondata.self.com/facts/pork-products/9806/0
"Pork, cured, ham and water product, whole, boneless, separable lean only, unheated",pork products,100,2.8,40,116.00763,4.220289,0,0,4.220289,4.8596015,1.4468964,2.0407996,0.64404637,14.070112,73.04492,https://nutritiondata.self.com/facts/pork-products/9807/0
"Pork, cured, ham with natural juices, rump, bone-in, separable lean and fat, heated, roasted",pork products,100,2.8,38,176.98784,0.6000336,0,0,0.45000032,9.389428,3.1160784,4.3636975,1.3368827,22.468554,64.38161,https://nutritiondata.self.com/facts/pork-products/9856/0
"Pork, cured, ham with natural juices, rump, bone-in, separable lean and fat, unheated",pork products,100,2.6,33,200.03085,0.43002847,0,0,0.43002847,13.258254,4.373523,6.030713,1.8301303,19.702114,63.86663,https://nutritiondata.self.com/facts/pork-products/9837/0
"Pork, cured, ham with natural juices, rump, bone-in, separable lean only, heated, roasted",pork products,100,3.1,42,137.01031,0.47992665,0,0,0.47992665,4.2502275,1.4178888,1.9947582,0.71090245,24.137215,67.90798,https://nutritiondata.self.com/facts/pork-products/9808/0
"Pork, cured, ham with natural juices, rump, bone-in, separable lean only, unheated",pork products,100,3.2,42,122.008415,0.43002847,0,0,0.43002847,3.4702315,1.1601655,1.6322539,0.5819688,22.708014,70.80393,https://nutritiondata.self.com/facts/pork-products/9825/0
"Pork, cured, ham with natural juices, shank, bone-in, separable lean and fat, heated, roasted",pork products,100,2.8,38,190.9886,0.33000058,0,0,0.33000058,10.930346,3.5446122,5.1192436,1.3511406,22.876417,62.95003,https://nutritiondata.self.com/facts/pork-products/9857/0
"Pork, cured, ham with natural juices, shank, bone-in, separable lean and fat, unheated",pork products,100,2.7,35,190.9886,0.31994882,0,0,0.31994882,11.110908,3.6136131,5.0880876,1.4188007,22.353361,65.04684,https://nutritiondata.self.com/facts/pork-products/9836/0
"Pork, cured, ham with natural juices, shank, bone-in, separable lean only, heated, roasted",pork products,100,3.1,43,144.9797,0.34003833,0,0,0.34003833,4.9701366,1.5639443,2.3796682,0.6000336,24.949238,66.976395,https://nutritiondata.self.com/facts/pork-products/9809/0
"Pork, cured, ham with natural juices, shank, bone-in, separable lean only, unheated",pork products,100,3.2,41,130.02084,0.29997736,0,0,0.29997736,3.3303964,1.0480809,1.5949122,0.40204018,25.11005,70.508865,https://nutritiondata.self.com/facts/pork-products/9826/0
"Pork, cured, ham with natural juices, slice, bone-in, separable lean and fat, heated, pan-broil",pork products,100,2.9,38,180.02693,0.17000008,0,0,0.02000271,8.281034,2.426778,3.2064812,1.0640401,26.1809,63.355774,https://nutritiondata.self.com/facts/pork-products/9858/0
"Pork, cured, ham with natural juices, slice, bone-in, separable lean and fat, unheated",pork products,100,2.9,38,158.98158,0.17000008,0,0,0.03999539,7.400309,2.235835,2.964676,0.9671252,22.817701,67.17032,https://nutritiondata.self.com/facts/pork-products/9835/0
"Pork, cured, ham with natural juices, slice, bone-in, separable lean only, heated, pan-broil",pork products,100,3.2,41,150.00142,0,0,0,0,4.380555,1.110172,1.3511406,0.5769344,27.74833,65.86689,https://nutritiondata.self.com/facts/pork-products/9810/0
"Pork, cured, ham with natural juices, slice, bone-in, separable lean only, unheated",pork products,100,3.3,42,122.9922,0,0,0,0,2.87,0.72592336,0.8841324,0.37805477,24.339664,70.28272,https://nutritiondata.self.com/facts/pork-products/9827/0
"Pork, cured, ham with natural juices, slice, boneless, separable lean and fat, heated, pan-broil",pork products,100,3.1,45,117.999626,1.040024,0,0,1.040024,3.3995953,1.0541645,1.4450371,0.45392898,20.888386,70.94053,https://nutritiondata.self.com/facts/pork-products/9859/0
"Pork, cured, ham with natural juices, slice, boneless, separable lean only, heated, pan-broil",pork products,100,3.2,45,116.00763,1.0501049,0,0,1.0501049,3.160449,0.97493136,1.3330203,0.42397904,20.948866,71.100235,https://nutritiondata.self.com/facts/pork-products/9817/0
"Pork, cured, ham with natural juices, spiral slice, boneless, separable lean and fat, heated, roasted",pork products,100,3.1,42,136.00175,1.0599425,0,0,1.0599425,5.099544,1.6098489,2.2186563,0.8389784,22.18168,68.521545,https://nutritiondata.self.com/facts/pork-products/9860/0
"Pork, cured, ham with natural juices, spiral slice, boneless, separable lean and fat, unheated",pork products,100,2.9,38,128.98085,1.1801041,0,0,1.1801041,5.75066,1.8330739,2.5132911,0.90193784,18.660978,70.62221,https://nutritiondata.self.com/facts/pork-products/9834/0
"Pork, cured, ham with natural juices, spiral slice, boneless, separable lean only, unheated",pork products,100,3.1,41,108.99872,1.2198371,0,0,1.2198371,3.2605095,1.0090592,1.3841127,0.5849728,19.251635,72.46065,https://nutritiondata.self.com/facts/pork-products/9828/0
"Pork, cured, ham with natural juices, spiral slice, meat only, boneless, separable lean only, heated, roasted",pork products,100,3.2,43,125.9914,1.0798948,0,0,1.0798948,3.779883,1.1710333,1.6062307,0.67893994,22.562584,69.47462,https://nutritiondata.self.com/facts/pork-products/9811/0
"Pork, cured, ham with natural juices, whole, boneless, separable lean and fat, heated, roasted",pork products,100,3.2,45,114.01263,0.8400584,0,0,0.81007594,3.1301284,1.0840695,1.4788721,0.45203316,20.542345,71.6275,https://nutritiondata.self.com/facts/pork-products/9861/0
"Pork, cured, ham with natural juices, whole, boneless, separable lean and fat, unheated",pork products,100,3.1,44,112.01594,1.0201515,0,0,1.0201515,3.43032,1.0048499,1.3721511,0.42795655,19.381948,72.67045,https://nutritiondata.self.com/facts/pork-products/9833/0
"Pork, cured, ham with natural juices, whole, boneless, separable lean only, heated, roasted",pork products,100,3.2,46,112.99172,0.8400584,0,0,0.81007594,3.0097914,1.0440447,1.4219968,0.4370074,20.568758,71.7196,https://nutritiondata.self.com/facts/pork-products/9818/0
"Pork, cured, ham with natural juices, whole, boneless, separable lean only, unheated",pork products,100,3.1,44,109.983536,1.0300399,0,0,1.0300399,3.2095737,0.93411374,1.2739452,0.399974,19.438068,72.857445,https://nutritiondata.self.com/facts/pork-products/9819/0
"Pork, cured, ham, boneless, extra lean (approximately 5% fat), roasted",pork products,100,2.9,41,144.9797,1.4999374,0,0,0,5.5296097,1.8102397,2.6196702,0.539928,20.928688,67.66844,https://nutritiondata.self.com/facts/pork-products/2215/0
"Pork, cured, ham, boneless, extra lean and regular, roasted",pork products,100,2.9,41,165.01753,0.49995255,0,0,0,7.659129,2.6095874,3.7400146,1.0698721,21.968933,65.74006,https://nutritiondata.self.com/facts/pork-products/2247/0
"Pork, cured, ham, boneless, extra lean and regular, unheated",pork products,100,2.7,38,162.02348,2.2800987,0,0,0,8.390835,2.7000108,3.9398508,0.9299177,18.257748,66.91188,https://nutritiondata.self.com/facts/pork-products/2246/0
"Pork, cured, ham, boneless, low sodium, extra lean (approximately 5% fat), roasted",pork products,100,2.9,39,144.9797,1.4999374,0,0,0,5.4994893,1.8009542,2.6070728,0.53698206,20.901812,67.690186,https://nutritiondata.self.com/facts/pork-products/7660/0
"Pork, cured, ham, boneless, low sodium, extra lean and regular, roasted",pork products,100,2.9,39,165.01753,0.49995255,0,0,0,7.7010756,2.6238828,3.7605,1.0760821,21.99718,65.803444,https://nutritiondata.self.com/facts/pork-products/7658/0
"Pork, cured, ham, boneless, regular (approximately 11% fat), roasted",pork products,100,2.8,40,178.01419,0,0,0,0,9.019834,3.1200862,4.440071,1.4101614,22.620644,64.54727,https://nutritiondata.self.com/facts/pork-products/2216/0
"Pork, cured, ham, center slice, country-style, separable lean only, raw",pork products,100,2.9,38,195.01843,0.29997736,0,0,0,8.321037,2.7801328,3.8214037,0.96992815,27.801865,55.931366,https://nutritiondata.self.com/facts/pork-products/2221/0
"Pork, cured, ham, center slice, separable lean and fat, unheated",pork products,100,2.6,34,203.00862,0.050003715,0,0,0,12.901111,4.5718093,6.0910788,1.4110683,20.169613,63.45762,https://nutritiondata.self.com/facts/pork-products/2222/0
"Pork, cured, ham, extra lean (approximately 4% fat), canned, roasted",pork products,100,3,41,136.00175,0.5199749,0,0,0,4.879942,1.6000471,2.4899774,0.43997213,21.158533,69.4523,https://nutritiondata.self.com/facts/pork-products/2218/0
"Pork, cured, ham, extra lean (approximately 4% fat), canned, unheated",pork products,100,3,43,119.98728,0,0,0,0,4.560073,1.5100969,2.2101164,0.39005193,18.487934,73.515724,https://nutritiondata.self.com/facts/pork-products/2217/0
"Pork, cured, ham, extra lean and regular, canned, roasted",pork products,100,2.8,39,166.99059,0.49007404,0,0,0,8.42866,2.8097715,4.059359,0.89990973,20.942139,66.52609,https://nutritiondata.self.com/facts/pork-products/2249/0
"Pork, cured, ham, extra lean and regular, canned, unheated",pork products,100,2.8,40,144.00497,0,0,0,0,7.459987,2.4502878,3.5697582,0.76009446,17.972597,71.12308,https://nutritiondata.self.com/facts/pork-products/2248/0
"Pork, cured, ham, low sodium, lean and fat, cooked",pork products,100,2.8,39,171.99942,0.29997736,0,0,0,8.299678,2.7810261,4.0023723,1.0129603,22.303152,65.10956,https://nutritiondata.self.com/facts/pork-products/7659/0
"Pork, cured, ham, patties, grilled",pork products,100,1.8,22,342.04205,1.7002631,0,0,0,30.851528,11.089511,14.670169,3.3303964,13.300916,51.350548,https://nutritiondata.self.com/facts/pork-products/2224/0
"Pork, cured, ham, patties, unheated",pork products,100,1.8,22,315.0394,1.6899111,0,0,0,28.18857,10.129007,13.258254,3.0399234,12.781475,54.407322,https://nutritiondata.self.com/facts/pork-products/2223/0
